Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
"Kak, gimana kalau Indonesia di pimpin oleh Anis, apakah Indonesia akan maju seperti Jepang ?",Kak gimana kalau Indonesia di pimpin oleh Anis apakah Indonesia akan maju seperti Jepang,kak gimana kalau indonesia di pimpin oleh anis apakah indonesia akan maju seperti jepang,kak gimana kalau indonesia di pimpin oleh anis apakah indonesia akan maju seperti jepang,kak gimana kalau indonesia pimpin oleh anis apakah indonesia akan maju seperti jepang,"['kak', 'gimana', 'kalau', 'indonesia', 'pimpin', 'oleh', 'anis', 'apakah', 'indonesia', 'akan', 'maju', 'seperti', 'jepang']","['kak', 'gimana', 'kalau', 'indonesia', 'pimpin', 'oleh', 'anis', 'apakah', 'indonesia', 'akan', 'maju', 'seperti', 'jepang']","['kak', 'gimana', 'kalau', 'indonesia', 'pimpin', 'oleh', 'anis', 'apakah', 'indonesia', 'akan', 'maju', 'seperti', 'jepang']",-2,0
"Orang yang tidak optimis, tidak akan mencapai apa pun.",Orang yang tidak optimis tidak akan mencapai apa pun,orang yang tidak optimis tidak akan mencapai apa pun,orang yang tidak optimis tidak akan mencapai apa pun,orang tidak optimis tidak akan mencapai apa pun,"['orang', 'tidak', 'optimis', 'tidak', 'akan', 'mencapai', 'apa', 'pun']","['orang', 'tidak', 'optimis', 'tidak', 'akan', 'capai', 'apa', 'pun']","['orang', 'tidak', 'optimis', 'tidak', 'akan', 'capai', 'apa', 'pun']",-17,0
Cellos 2045 itu kejauhan umurmupun kalo sampe kesana,Cellos 2045 itu kejauhan umurmupun kalo sampe kesana,cellos 2045 itu kejauhan umurmupun kalo sampe kesana,cellos 2045 itu kejauhan umurmupun kalo sampe kesana,cellos 2045 itu kejauhan umurmupun kalo sampe kesana,"['cellos', '2045', 'itu', 'kejauhan', 'umurmupun', 'kalo', 'sampe', 'kesana']","['cellos', '2045', 'itu', 'jauh', 'umur', 'kalo', 'sampe', 'kesana']","['cellos', '2045', 'itu', 'jauh', 'umur', 'kalo', 'sampe', 'kesana']",-4,0
Semoga presiden kita setelah jokowi ini..dapat mewujudkannya!!!SEMANGAT!!!!!,Semoga presiden kita setelah jokowi inidapat mewujudkannyaSEMANGAT,semoga presiden kita setelah jokowi inidapat mewujudkannyasemangat,semoga presiden kita setelah jokowi inidapat mewujudkannyasemangat,semoga presiden kita setelah jokowi inidapat mewujudkannyasemangat,"['semoga', 'presiden', 'kita', 'setelah', 'jokowi', 'inidapat', 'mewujudkannyasemangat']","['moga', 'presiden', 'kita', 'telah', 'jokowi', 'inidapat', 'mewujudkannyasemangat']","['moga', 'presiden', 'kita', 'telah', 'jokowi', 'inidapat', 'mewujudkannyasemangat']",4,1
"Indonesia emas tu ga soal percaya dlm diri ga ada tolak ukurnya tp ada indikatornya kayak yg dibilang reymond. Ibaratnya lu percaya diriku bakalan kaya 10 tahun kedepan tp lu aja belajar masih ogah2an ga ada rajin2nya ga bener2 berjuang, gimana bisa kaya?",Indonesia emas tu ga soal percaya dlm diri ga ada tolak ukurnya tp ada indikatornya kayak yg dibilang reymond Ibaratnya lu percaya diriku bakalan kaya 10 tahun kedepan tp lu aja belajar masih ogah2an ga ada rajin2nya ga bener2 berjuang gimana bisa kaya,indonesia emas tu ga soal percaya dlm diri ga ada tolak ukurnya tp ada indikatornya kayak yg dibilang reymond ibaratnya lu percaya diriku bakalan kaya 10 tahun kedepan tp lu aja belajar masih ogah2an ga ada rajin2nya ga bener2 berjuang gimana bisa kaya,indonesia emas tu tidak soal percaya dalam diri tidak ada tolak ukurnya tapi ada indikatornya kayak yang dibilang reymond ibaratnya lu percaya diriku bakalan kaya 10 tahun kedepan tapi lu saja belajar masih ogah2an tidak ada rajin2nya tidak bener2 berjuang gimana bisa kaya,indonesia emas tu tidak soal percaya dalam diri tidak ada tolak ukurnya tapi ada indikatornya kayak dibilang reymond ibaratnya lu percaya diriku bakalan kaya 10 tahun kedepan tapi lu saja belajar masih ogah2an tidak ada rajin2nya tidak bener2 berjuang gimana bisa kaya,"['indonesia', 'emas', 'tu', 'tidak', 'soal', 'percaya', 'dalam', 'diri', 'tidak', 'ada', 'tolak', 'ukurnya', 'tapi', 'ada', 'indikatornya', 'kayak', 'dibilang', 'reymond', 'ibaratnya', 'lu', 'percaya', 'diriku', 'bakalan', 'kaya', '10', 'tahun', 'kedepan', 'tapi', 'lu', 'saja', 'belajar', 'masih', 'ogah2an', 'tidak', 'ada', 'rajin2nya', 'tidak', 'bener2', 'berjuang', 'gimana', 'bisa', 'kaya']","['indonesia', 'emas', 'tu', 'tidak', 'soal', 'percaya', 'dalam', 'diri', 'tidak', 'ada', 'tolak', 'ukur', 'tapi', 'ada', 'indikator', 'kayak', 'bilang', 'reymond', 'ibarat', 'lu', 'percaya', 'diri', 'bakal', 'kaya', '10', 'tahun', 'depan', 'tapi', 'lu', 'saja', 'ajar', 'masih', 'ogah2an', 'tidak', 'ada', 'rajin2nya', 'tidak', 'bener2', 'juang', 'gimana', 'bisa', 'kaya']","['indonesia', 'emas', 'tu', 'tidak', 'soal', 'percaya', 'dalam', 'diri', 'tidak', 'ada', 'tolak', 'ukur', 'tapi', 'ada', 'indikator', 'kayak', 'bilang', 'reymond', 'ibarat', 'lu', 'percaya', 'diri', 'bakal', 'kaya', '10', 'tahun', 'depan', 'tapi', 'lu', 'saja', 'ajar', 'masih', 'ogah2an', 'tidak', 'ada', 'rajin2nya', 'tidak', 'bener2', 'juang', 'gimana', 'bisa', 'kaya']",-22,0
Lapangan pekerjaaan adalah sebuah jalan ninja,Lapangan pekerjaaan adalah sebuah jalan ninja,lapangan pekerjaaan adalah sebuah jalan ninja,lapangan pekerjaaan adalah sebuah jalan ninja,lapangan pekerjaaan sebuah jalan ninja,"['lapangan', 'pekerjaaan', 'sebuah', 'jalan', 'ninja']","['lapang', 'pekerjaaan', 'buah', 'jalan', 'ninja']","['lapang', 'pekerjaaan', 'buah', 'jalan', 'ninja']",2,1
info ig mbanya,info ig mbanya,info ig mbanya,info ig mbanya,info ig mbanya,"['info', 'ig', 'mbanya']","['info', 'ig', 'mbanya']","['info', 'ig', 'mbanya']",-3,0
Dirgahayu negara Indonesia yg ku cinta semoga negara kita Indonesia selalu sejahtera maju selalu amin,Dirgahayu negara Indonesia yg ku cinta semoga negara kita Indonesia selalu sejahtera maju selalu amin,dirgahayu negara indonesia yg ku cinta semoga negara kita indonesia selalu sejahtera maju selalu amin,dirgahayu negara indonesia yang ku cinta semoga negara kita indonesia selalu sejahtera maju selalu amin,dirgahayu negara indonesia ku cinta semoga negara kita indonesia selalu sejahtera maju selalu amin,"['dirgahayu', 'negara', 'indonesia', 'ku', 'cinta', 'semoga', 'negara', 'kita', 'indonesia', 'selalu', 'sejahtera', 'maju', 'selalu', 'amin']","['dirgahayu', 'negara', 'indonesia', 'ku', 'cinta', 'moga', 'negara', 'kita', 'indonesia', 'selalu', 'sejahtera', 'maju', 'selalu', 'amin']","['dirgahayu', 'negara', 'indonesia', 'ku', 'cinta', 'moga', 'negara', 'kita', 'indonesia', 'selalu', 'sejahtera', 'maju', 'selalu', 'amin']",3,1
"Bisaa min, kalo ditanya yang bikin susah jawabannya simpel, Kesadaran diri, disiplin, Jujur.. Aspek itu dasar buat adab kita sebagai manusia, Mudah-mudah bisa jadi tahun emas kita mendatang, atau boleh lebih cepat kalo emang udah langsung diterapkan aspek diatas hehehe, Aamiin",Bisaa min kalo ditanya yang bikin susah jawabannya simpel Kesadaran diri disiplin Jujur Aspek itu dasar buat adab kita sebagai manusia Mudahmudah bisa jadi tahun emas kita mendatang atau boleh lebih cepat kalo emang udah langsung diterapkan aspek diatas hehehe Aamiin,bisaa min kalo ditanya yang bikin susah jawabannya simpel kesadaran diri disiplin jujur aspek itu dasar buat adab kita sebagai manusia mudahmudah bisa jadi tahun emas kita mendatang atau boleh lebih cepat kalo emang udah langsung diterapkan aspek diatas hehehe aamiin,bisaa min kalo ditanya yang bikin susah jawabannya simpel kesadaran diri disiplin jujur aspek itu dasar buat adab kita sebagai manusia mudahmudah bisa jadi tahun emas kita mendatang atau boleh lebih cepat kalo emang udah langsung diterapkan aspek diatas hehehe aamiin,bisaa min kalo ditanya bikin susah jawabannya simpel kesadaran diri disiplin jujur aspek itu dasar buat adab kita sebagai manusia mudahmudah bisa jadi tahun emas kita mendatang boleh lebih cepat kalo emang udah langsung diterapkan aspek diatas hehehe aamiin,"['bisaa', 'min', 'kalo', 'ditanya', 'bikin', 'susah', 'jawabannya', 'simpel', 'kesadaran', 'diri', 'disiplin', 'jujur', 'aspek', 'itu', 'dasar', 'buat', 'adab', 'kita', 'sebagai', 'manusia', 'mudahmudah', 'bisa', 'jadi', 'tahun', 'emas', 'kita', 'mendatang', 'boleh', 'lebih', 'cepat', 'kalo', 'emang', 'udah', 'langsung', 'diterapkan', 'aspek', 'diatas', 'hehehe', 'aamiin']","['bisaa', 'min', 'kalo', 'tanya', 'bikin', 'susah', 'jawab', 'simpel', 'sadar', 'diri', 'disiplin', 'jujur', 'aspek', 'itu', 'dasar', 'buat', 'adab', 'kita', 'bagai', 'manusia', 'mudahmudah', 'bisa', 'jadi', 'tahun', 'emas', 'kita', 'datang', 'boleh', 'lebih', 'cepat', 'kalo', 'emang', 'udah', 'langsung', 'terap', 'aspek', 'atas', 'hehehe', 'aamiin']","['bisaa', 'min', 'kalo', 'tanya', 'bikin', 'susah', 'jawab', 'simpel', 'sadar', 'diri', 'disiplin', 'jujur', 'aspek', 'itu', 'dasar', 'buat', 'adab', 'kita', 'bagai', 'manusia', 'mudahmudah', 'bisa', 'jadi', 'tahun', 'emas', 'kita', 'datang', 'boleh', 'lebih', 'cepat', 'kalo', 'emang', 'udah', 'langsung', 'terap', 'aspek', 'atas', 'hehehe', 'aamiin']",2,1
"Mulai aja belum mau mimpi 2045 emas, setiap pulau uda punya kereta belum? Kereta cepat uda merata? Jalan masih bergelombang, Teknologi 5G uda bisa dirasakan? Internet uda stabil? Membangun semua itu butuh puluhan tahun, dan apakah sudah memulai?",Mulai aja belum mau mimpi 2045 emas setiap pulau uda punya kereta belum Kereta cepat uda merata Jalan masih bergelombang Teknologi 5G uda bisa dirasakan Internet uda stabil Membangun semua itu butuh puluhan tahun dan apakah sudah memulai,mulai aja belum mau mimpi 2045 emas setiap pulau uda punya kereta belum kereta cepat uda merata jalan masih bergelombang teknologi 5g uda bisa dirasakan internet uda stabil membangun semua itu butuh puluhan tahun dan apakah sudah memulai,mulai saja belum mau mimpi 2045 emas setiap pulau uda punya kereta belum kereta cepat uda merata jalan masih bergelombang teknologi 5g uda bisa dirasakan internet uda stabil membangun semua itu butuh puluhan tahun dan apakah sudah memulai,mulai saja belum mau mimpi 2045 emas setiap pulau uda punya kereta belum kereta cepat uda merata jalan masih bergelombang teknologi 5g uda bisa dirasakan internet uda stabil membangun semua itu butuh puluhan tahun apakah sudah memulai,"['mulai', 'saja', 'belum', 'mau', 'mimpi', '2045', 'emas', 'setiap', 'pulau', 'uda', 'punya', 'kereta', 'belum', 'kereta', 'cepat', 'uda', 'merata', 'jalan', 'masih', 'bergelombang', 'teknologi', '5g', 'uda', 'bisa', 'dirasakan', 'internet', 'uda', 'stabil', 'membangun', 'semua', 'itu', 'butuh', 'puluhan', 'tahun', 'apakah', 'sudah', 'memulai']","['mulai', 'saja', 'belum', 'mau', 'mimpi', '2045', 'emas', 'tiap', 'pulau', 'uda', 'punya', 'kereta', 'belum', 'kereta', 'cepat', 'uda', 'rata', 'jalan', 'masih', 'gelombang', 'teknologi', '5g', 'uda', 'bisa', 'rasa', 'internet', 'uda', 'stabil', 'bangun', 'semua', 'itu', 'butuh', 'puluh', 'tahun', 'apakah', 'sudah', 'mulai']","['mulai', 'saja', 'belum', 'mau', 'mimpi', '2045', 'emas', 'tiap', 'pulau', 'uda', 'punya', 'kereta', 'belum', 'kereta', 'cepat', 'uda', 'rata', 'jalan', 'masih', 'gelombang', 'teknologi', '5g', 'uda', 'bisa', 'rasa', 'internet', 'uda', 'stabil', 'bangun', 'semua', 'itu', 'butuh', 'puluh', 'tahun', 'apakah', 'sudah', 'mulai']",-11,0
Bisalah ada wilie salim santai ajah broww,Bisalah ada wilie salim santai ajah broww,bisalah ada wilie salim santai ajah broww,bisalah ada wilie salim santai ajah broww,bisalah ada wilie salim santai ajah broww,"['bisalah', 'ada', 'wilie', 'salim', 'santai', 'ajah', 'broww']","['bisa', 'ada', 'wilie', 'salim', 'santai', 'ajah', 'broww']","['bisa', 'ada', 'wilie', 'salim', 'santai', 'ajah', 'broww']",7,1
Insya Allah i,Insya Allah i,insya allah i,insya allah i,insya allah i,"['insya', 'allah', 'i']","['insya', 'allah', 'i']","['insya', 'allah', 'i']",5,1
Jangan.ngimpi.indo.jadi.negara.maju.kalo.para.koruptur.maseh.bekeliyaran.harunyapemeritah.berani.tegakan.hukuman.mati.patakuruptor.baru.,Janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru,janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru,janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru,janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru,['janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru'],['janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru'],['janganngimpiindojadinegaramajukaloparakorupturmasehbekeliyaranharunyapemeritahberanitegakanhukumanmatipatakuruptorbaru'],0,1
"Kerjaan masih susah, ekonomi dll semua pada naik , rasa nya kecekik banget
Semua pake orang dalem berbayar dulu!",Kerjaan masih susah ekonomi dll semua pada naik rasa nya kecekik banget Semua pake orang dalem berbayar dulu,kerjaan masih susah ekonomi dll semua pada naik rasa nya kecekik banget semua pake orang dalem berbayar dulu,kerjaan masih susah ekonomi dll semua pada naik rasa nya kecekik banget semua pake orang dalem berbayar dulu,kerjaan masih susah ekonomi dll semua naik rasa kecekik semua pake orang dalem berbayar dulu,"['kerjaan', 'masih', 'susah', 'ekonomi', 'dll', 'semua', 'naik', 'rasa', 'kecekik', 'semua', 'pake', 'orang', 'dalem', 'berbayar', 'dulu']","['kerja', 'masih', 'susah', 'ekonomi', 'dll', 'semua', 'naik', 'rasa', 'cekik', 'semua', 'pake', 'orang', 'dalem', 'bayar', 'dulu']","['kerja', 'masih', 'susah', 'ekonomi', 'dll', 'semua', 'naik', 'rasa', 'cekik', 'semua', 'pake', 'orang', 'dalem', 'bayar', 'dulu']",-12,0
Wehh busett gue sukaa gaya loooo lanjutin banggg🤣🤣,Wehh busett gue sukaa gaya loooo lanjutin banggg,wehh busett gue sukaa gaya loooo lanjutin banggg,wehh busett saya sukaa gaya loooo lanjutin banggg,wehh busett saya sukaa gaya loooo lanjutin banggg,"['wehh', 'busett', 'saya', 'sukaa', 'gaya', 'loooo', 'lanjutin', 'banggg']","['wehh', 'busett', 'saya', 'sukaa', 'gaya', 'loooo', 'lanjutin', 'banggg']","['wehh', 'busett', 'saya', 'sukaa', 'gaya', 'loooo', 'lanjutin', 'banggg']",-3,0
"Heran aja dulu yg getol memberitakan jokowi bisa bikin kenaikan perekonomian ..yg bisa bla.bla bla dan ketika kini dia bilang sebaliknya .. apa masih sanggup mengklaim kredibel ,dan jika memang tidak bnar apa dia tidak bertanggung jwab !! benar2 tidak punya muka ..",Heran aja dulu yg getol memberitakan jokowi bisa bikin kenaikan perekonomian yg bisa blabla bla dan ketika kini dia bilang sebaliknya apa masih sanggup mengklaim kredibel dan jika memang tidak bnar apa dia tidak bertanggung jwab benar2 tidak punya muka,heran aja dulu yg getol memberitakan jokowi bisa bikin kenaikan perekonomian yg bisa blabla bla dan ketika kini dia bilang sebaliknya apa masih sanggup mengklaim kredibel dan jika memang tidak bnar apa dia tidak bertanggung jwab benar2 tidak punya muka,heran saja dulu yang getol memberitakan jokowi bisa bikin kenaikan perekonomian yang bisa blabla bla dan ketika kini dia bilang sebaliknya apa masih sanggup mengklaim kredibel dan jika memang tidak bnar apa dia tidak bertanggung jwab benar2 tidak punya muka,heran saja dulu getol memberitakan jokowi bisa bikin kenaikan perekonomian bisa blabla bla ketika kini dia bilang sebaliknya apa masih sanggup mengklaim kredibel jika memang tidak bnar apa dia tidak bertanggung jwab benar2 tidak punya muka,"['heran', 'saja', 'dulu', 'getol', 'memberitakan', 'jokowi', 'bisa', 'bikin', 'kenaikan', 'perekonomian', 'bisa', 'blabla', 'bla', 'ketika', 'kini', 'dia', 'bilang', 'sebaliknya', 'apa', 'masih', 'sanggup', 'mengklaim', 'kredibel', 'jika', 'memang', 'tidak', 'bnar', 'apa', 'dia', 'tidak', 'bertanggung', 'jwab', 'benar2', 'tidak', 'punya', 'muka']","['heran', 'saja', 'dulu', 'getol', 'berita', 'jokowi', 'bisa', 'bikin', 'naik', 'ekonomi', 'bisa', 'blabla', 'bla', 'ketika', 'kini', 'dia', 'bilang', 'balik', 'apa', 'masih', 'sanggup', 'klaim', 'kredibel', 'jika', 'memang', 'tidak', 'bnar', 'apa', 'dia', 'tidak', 'tanggung', 'jwab', 'benar2', 'tidak', 'punya', 'muka']","['heran', 'saja', 'dulu', 'getol', 'berita', 'jokowi', 'bisa', 'bikin', 'naik', 'ekonomi', 'bisa', 'blabla', 'bla', 'ketika', 'kini', 'dia', 'bilang', 'balik', 'apa', 'masih', 'sanggup', 'klaim', 'kredibel', 'jika', 'memang', 'tidak', 'bnar', 'apa', 'dia', 'tidak', 'tanggung', 'jwab', 'benar2', 'tidak', 'punya', 'muka']",-25,0
"mas cindo raymond kalo sudah punya solusi dimohon utk segera menjabat,biar dapat sanjungan netizen
biar g cuma ngasih omon2 aja",mas cindo raymond kalo sudah punya solusi dimohon utk segera menjabatbiar dapat sanjungan netizen biar g cuma ngasih omon2 aja,mas cindo raymond kalo sudah punya solusi dimohon utk segera menjabatbiar dapat sanjungan netizen biar g cuma ngasih omon2 aja,mas cindo raymond kalo sudah punya solusi dimohon untuk segera menjabatbiar dapat sanjungan netizen biar g hanya ngasih omon2 saja,mas cindo raymond kalo sudah punya solusi dimohon segera menjabatbiar dapat sanjungan netizen biar g hanya ngasih omon2 saja,"['mas', 'cindo', 'raymond', 'kalo', 'sudah', 'punya', 'solusi', 'dimohon', 'segera', 'menjabatbiar', 'dapat', 'sanjungan', 'netizen', 'biar', 'g', 'hanya', 'ngasih', 'omon2', 'saja']","['mas', 'cindo', 'raymond', 'kalo', 'sudah', 'punya', 'solusi', 'mohon', 'segera', 'menjabatbiar', 'dapat', 'sanjung', 'netizen', 'biar', 'g', 'hanya', 'ngasih', 'omon2', 'saja']","['mas', 'cindo', 'raymond', 'kalo', 'sudah', 'punya', 'solusi', 'mohon', 'segera', 'menjabatbiar', 'dapat', 'sanjung', 'netizen', 'biar', 'g', 'hanya', 'ngasih', 'omon2', 'saja']",2,1
"Jgn salah, cindo ini proxy asing yg selalu pesimis buat masa dpn indonesia.",Jgn salah cindo ini proxy asing yg selalu pesimis buat masa dpn indonesia,jgn salah cindo ini proxy asing yg selalu pesimis buat masa dpn indonesia,jgn salah cindo ini proxy asing yang selalu pesimis buat masa dpn indonesia,jgn salah cindo ini proxy asing selalu pesimis buat masa dpn indonesia,"['jgn', 'salah', 'cindo', 'ini', 'proxy', 'asing', 'selalu', 'pesimis', 'buat', 'masa', 'dpn', 'indonesia']","['jgn', 'salah', 'cindo', 'ini', 'proxy', 'asing', 'selalu', 'pesimis', 'buat', 'masa', 'dpn', 'indonesia']","['jgn', 'salah', 'cindo', 'ini', 'proxy', 'asing', 'selalu', 'pesimis', 'buat', 'masa', 'dpn', 'indonesia']",-3,0
"aku di masa depan ingat dirumu di masa SMA, X8",aku di masa depan ingat dirumu di masa SMA X8,aku di masa depan ingat dirumu di masa sma x8,aku di masa depan ingat dirumu di masa sma x8,aku masa depan ingat dirumu masa sma x8,"['aku', 'masa', 'depan', 'ingat', 'dirumu', 'masa', 'sma', 'x8']","['aku', 'masa', 'depan', 'ingat', 'dirumu', 'masa', 'sma', 'x8']","['aku', 'masa', 'depan', 'ingat', 'dirumu', 'masa', 'sma', 'x8']",0,1
Ngk interest pemikiran keraotor kerdil,Ngk interest pemikiran keraotor kerdil,ngk interest pemikiran keraotor kerdil,ngk interest pemikiran keraotor kerdil,ngk interest pemikiran keraotor kerdil,"['ngk', 'interest', 'pemikiran', 'keraotor', 'kerdil']","['ngk', 'interest', 'pikir', 'keraotor', 'kerdil']","['ngk', 'interest', 'pikir', 'keraotor', 'kerdil']",-1,0
Emang ada konten orang pesimis?,Emang ada konten orang pesimis,emang ada konten orang pesimis,emang ada konten orang pesimis,emang ada konten orang pesimis,"['emang', 'ada', 'konten', 'orang', 'pesimis']","['emang', 'ada', 'konten', 'orang', 'pesimis']","['emang', 'ada', 'konten', 'orang', 'pesimis']",1,1
